median_nse_model_six,median_nse_hbv,mean_nse_model_six,mean_nse_hbv,median_kge_model_six,median_lognse_model_six,median_lowflow_nse_model_six,median_highflow_nse_model_six,median_fdc_error_model_six,median_bfi_error_model_six,median_runoff_ratio_model_six,median_et_ratio_model_six,median_water_balance_closure_model_six,model_six_nse_wins,hbv_nse_wins
0.6907259061599762,0.6278148701696469,0.4837290892384747,0.3387203266692386,0.7254901005475215,0.5769586265087128,-11.529091358184814,0.5899609327316284,0.42306217212907,0.114557445,0.3530819,0.40065712,-58875.22,514,157
