median_NSE,mean_NSE,median_KGE,median_R2,median_FLV,median_FHV,median_low_flow_NSE,median_high_flow_NSE,nse_lt_0_count,variant,epoch
0.7077863216400146,0.5428045187839453,0.7479802403826195,0.7466081102802383,-24.504517257011997,-30.943376020867074,-11.361185073852539,0.6093649566173553,29,Model6PhysicalFix_A_explicit_gate,10
0.7157953381538391,0.5496359682140869,0.7474775868628134,0.7515563527610405,-21.574803753761078,-32.79540090356678,-10.362995624542236,0.6207740306854248,29,Model6PhysicalFix_B_soft_gate,10
