model,number_of_basins,median_NSE,mean_NSE,median_KGE,mean_KGE,median_R2,median_FLV,median_FHV,median_low_flow_NSE,median_high_flow_NSE,NSE_lt_0_count,median_mean_abs_residual_mm_day,mean_mean_abs_residual_mm_day,median_relative_error,mean_relative_error,basins_gt_1pct_relative_error,median_ET_P_ratio,route_reproduction_mean_abs_diff_mm_day,route_reproduction_max_abs_diff_mm_day
HBV_Epoch10,671,0.6278026700019836,0.33869884907088943,0.6377345635467665,0.48210683414516625,0.6838170374270693,-22.49097440168235,-38.31927976578909,-25.136771202087402,0.5132996439933777,66,8.544369848095812e-06,1.0613151296478594e-05,3.250646848582199e-06,3.4615643703593514e-06,0,0.6449338861356124,5.4990836360957474e-05,2.970566749572754
