variant,basin_id,component,mean_component_discharge,component_weight,component_contribution_to_final_q,collapsed_near_zero,dominates_basin,mean_channel_loss_component,mean_gate_loss_component
Model6PhysicalFix_A_explicit_gate,1052500,1,2.4002294540405273,0.12411085516214371,0.25665709376335144,False,False,0.006466733291745186,0.06792803853750229
Model6PhysicalFix_A_explicit_gate,1052500,2,2.34607195854187,0.1245097890496254,0.25086548924446106,False,False,0.026549652218818665,0.006116483826190233
Model6PhysicalFix_A_explicit_gate,1052500,3,2.2545111179351807,0.30693936347961426,0.24107536673545837,False,False,0.009055573493242264,0.0063147228211164474
Model6PhysicalFix_A_explicit_gate,1052500,4,2.350917339324951,0.44444000720977783,0.2513886094093323,False,False,0.004177121911197901,0.004439328797161579
Model6PhysicalFix_A_explicit_gate,1054200,1,2.7435414791107178,0.18575218319892883,0.24755054712295532,False,False,0.016957160085439682,0.058339037001132965
Model6PhysicalFix_A_explicit_gate,1054200,2,2.6083035469055176,0.1765516847372055,0.23534752428531647,False,False,0.04299654811620712,0.00468878960236907
Model6PhysicalFix_A_explicit_gate,1054200,3,2.9605352878570557,0.19472987949848175,0.2671298682689667,False,False,0.016633357852697372,0.009777997620403767
Model6PhysicalFix_A_explicit_gate,1054200,4,2.77020263671875,0.4429662525653839,0.24996012449264526,False,False,0.006371244788169861,0.0042296405881643295
Model6PhysicalFix_A_explicit_gate,1055000,1,2.297665596008301,0.10214488953351974,0.2556173503398895,False,False,0.013034790754318237,0.06154908239841461
Model6PhysicalFix_A_explicit_gate,1055000,2,2.274869918823242,0.16356346011161804,0.2530810236930847,False,False,0.04403918236494064,0.005605754908174276
Model6PhysicalFix_A_explicit_gate,1055000,3,2.2266933917999268,0.2634212374687195,0.24772123992443085,False,False,0.012961635366082191,0.006112583447247744
Model6PhysicalFix_A_explicit_gate,1055000,4,2.1892964839935303,0.4708704650402069,0.24356606602668762,False,False,0.007564603816717863,0.003947362303733826
Model6PhysicalFix_A_explicit_gate,1057000,1,2.3000051975250244,0.2669142186641693,0.2603122591972351,False,False,0.02837095968425274,0.05643981695175171
Model6PhysicalFix_A_explicit_gate,1057000,2,2.0357112884521484,0.1567588746547699,0.2303992509841919,False,False,0.047406427562236786,0.0035480952356010675
Model6PhysicalFix_A_explicit_gate,1057000,3,2.2612967491149902,0.13363127410411835,0.25593098998069763,False,False,0.12628476321697235,0.007203769404441118
Model6PhysicalFix_A_explicit_gate,1057000,4,2.2383999824523926,0.44269564747810364,0.25334423780441284,False,False,0.019167058169841766,0.004166285507380962
Model6PhysicalFix_A_explicit_gate,1073000,1,2.0612094402313232,0.14052309095859528,0.25123196840286255,False,False,0.012519319541752338,0.0445648729801178
Model6PhysicalFix_A_explicit_gate,1073000,2,1.957434058189392,0.14192751049995422,0.23858314752578735,False,False,0.0739881694316864,0.004713653586804867
Model6PhysicalFix_A_explicit_gate,1073000,3,2.1255598068237305,0.19709673523902893,0.25907522439956665,False,False,0.058625854551792145,0.00684591056779027
Model6PhysicalFix_A_explicit_gate,1073000,4,2.0600392818450928,0.5204526782035828,0.2510947585105896,False,False,0.046941127628088,0.004196382127702236
Model6PhysicalFix_A_explicit_gate,1078000,1,2.0358726978302,0.26969069242477417,0.25052890181541443,False,False,0.049208689481019974,0.04584478959441185
Model6PhysicalFix_A_explicit_gate,1078000,2,1.7787951231002808,0.16814742982387543,0.2188928872346878,False,False,0.027934089303016663,0.003474445315077901
Model6PhysicalFix_A_explicit_gate,1078000,3,2.1776859760284424,0.15048642456531525,0.26797986030578613,False,False,0.07846291363239288,0.007522421423345804
Model6PhysicalFix_A_explicit_gate,1078000,4,2.133802652359009,0.41167545318603516,0.26258501410484314,False,False,0.023523567244410515,0.0041087414138019085
Model6PhysicalFix_A_explicit_gate,1118300,1,2.3631863594055176,0.17762243747711182,0.26569995284080505,False,False,0.018024953082203865,0.055901654064655304
