variant,basin_id,NSE,KGE,R2,FLV,FHV,low_flow_NSE,high_flow_NSE,bias,runoff_ratio_bias,observed_mean_q,simulated_mean_q,sim_obs_q_ratio,precip_runoff_ratio_obs,precip_runoff_ratio_sim,ET_P_ratio,extreme_channel_loss_flag,extreme_groundwater_loss_flag,near_zero_sim_discharge_wet_flag,lat,lon,area_km2,mean_abs_water_balance_error_mm_day,relative_error
Model6PhysicalFix_A_explicit_gate,2235200,-0.918999195098877,0.032833489096696145,0.5094693408934644,-120.56164065219212,119.60831296301066,-76.71197509765625,-2.434748888015747,0.10712423920631409,0.20547828213485694,0.5213407874107361,0.6284649968147278,1.2054782821348569,7.0876861476244155,5.879563394812578,0.5881092019995618,False,True,False,28.87453,-81.48938,297.7,0.13375648856163025,0.036198344033878754
Model6PhysicalFix_A_explicit_gate,6431500,-0.7449860572814941,-0.03964907385772998,0.6878628899659275,-8.634748627071078,61.12448699602422,-12.280606269836426,-2.225590467453003,0.010036514140665531,0.023853426748966674,0.42075708508491516,0.4307935833930969,1.0238534267489667,4.769344622850597,4.658229848726652,0.5373760234455202,False,False,False,44.48248,-103.86159,427.1,0.03136947378516197,0.015632091686294307
Model6PhysicalFix_A_explicit_gate,7208500,-0.7341433763504028,-0.2384197057892159,0.6088532946400621,5.716057670823118,3.1029716775168987,-55.52407455444336,-1.4192702770233154,0.1729169487953186,0.937179527560327,0.184507817029953,0.3574247658252716,1.937179527560327,8.743776658246636,4.513663522504585,0.6034437156917184,False,False,False,36.37226,-104.97,159.22,0.0480806939303875,0.029802787247168554
Model6PhysicalFix_A_explicit_gate,1466500,-0.6539928913116455,0.19943121919743767,0.5407701690918557,-70.42067249310433,17.49180023804708,-12.891169548034668,-1.1552412509918213,0.3052898943424225,0.34634419922330245,0.8814639449119568,1.1867538690567017,1.3463441992233025,4.169328574750528,3.096777575222903,0.44815387168642673,False,True,False,39.885,-74.50528,5.38,0.1489943116903305,0.040541425309975565
Model6PhysicalFix_A_explicit_gate,10258500,-0.5990318059921265,-0.9825618694972269,0.5957894308017093,,22.58941901510827,,-0.5990318059921265,0.046475719660520554,1.780298057933567,0.02610558457672596,0.07258130609989166,2.780298057933567,27.980397231511137,10.063812394923223,0.7680866526152276,False,False,False,33.74502,-116.53557,241.51,0.022840794175863266,0.03126971351205637
Model6PhysicalFix_A_explicit_gate,13083000,-0.5569045543670654,-0.012675345623352596,0.8041650817873898,30.608632920939247,21.836064087232995,-13.088907241821289,-1.6999781131744385,0.07212638854980469,0.2796721165226527,0.2578962445259094,0.3300226330757141,1.2796721165226528,6.171033467764891,4.822355373504875,0.5993343284397809,False,False,False,42.16583,-113.98361,133.18,0.06623076647520065,0.04161566494135756
Model6PhysicalFix_A_explicit_gate,6847900,-0.37964165210723877,-0.05625115868353925,0.08548646909659044,47.37387482351738,-63.60537983894717,-240.9642791748047,-0.39088988304138184,0.0087647195905447,0.7834996788090928,0.011186625808477402,0.019951343536376953,1.7834996788090927,136.29382733337877,76.41931422324289,0.8275817545273964,False,False,False,39.76985,-100.10078,1536.19,0.0095163993537426,0.006241620289534523
Model6PhysicalFix_A_explicit_gate,9404450,-0.31951165199279785,0.24576939955369848,0.5587118224118482,-142.621676112071,-7.154176952166524,-15.398134231567383,-0.5396760702133179,0.04938293993473053,0.2931272688611898,0.16846928000450134,0.21785221993923187,1.29312726886119,7.793506890335399,6.026867464260848,0.6419736226400085,False,False,False,37.33943,-112.60438,192.96,0.03655506670475006,0.02784158576660246
Model6PhysicalFix_A_explicit_gate,4124000,-0.1850416660308838,0.5468300990445822,0.663447436932313,-394.8863836873079,29.37346035840441,-33.321815490722656,-0.274269700050354,-0.22519461810588837,-0.1999032054888107,1.1265177726745605,0.9013232588768005,0.8000967945111893,2.162986752181277,2.703406385431464,0.55575586930837,False,False,False,44.43639,-85.69868,2243.63,0.10328331589698792,0.04238754442322806
Model6PhysicalFix_A_explicit_gate,4074950,-0.1758880615234375,0.10847003347243989,0.804015345856885,-224.01281256941115,44.1202550063655,-10.465312957763672,-1.2436354160308838,0.028071487322449684,0.03688836320141375,0.7609842419624329,0.7890557050704956,1.0368883632014136,3.0212195857172,2.913736499304042,0.5142699169414534,False,False,False,45.18997,-88.73344,1205.53,0.07582562416791916,0.03298056001064881
