model,number_of_basins,median_NSE,mean_NSE,median_KGE,median_R2,median_FLV,median_FHV,median_low_flow_NSE,median_high_flow_NSE,median_ET_over_P,median_Q_over_P,median_alpha_mean,median_aSrz_capacity_mm,median_mean_aSrz_mm,median_weighted_process_closure_residual_mm_day,mean_weighted_process_closure_residual_mm_day,median_weighted_cumulative_relative_wb_error,mean_weighted_cumulative_relative_wb_error,basins_gt_1pct_wb_error,total_external_losses_frac_of_p
Model6PhysicalFix_B_soft_gate,671,0.7199074029922485,0.555168124373819,0.750267705848076,0.7499121331360258,-23.382639229871984,-32.491094896692736,-10.310248851776123,0.6198027729988098,0.5005581014495417,0.376510384421019,,,,0.030562646687030792,0.04324460863836676,0.012490467342628476,0.015084192312498829,393,0.1429088905973481
Model6Closed_Snow_aSrz_SIMHYD_Simple,671,0.67015540599823,0.42107753609425086,0.6557119075382192,0.7133113034776931,5.226548954306454,-34.984863198250046,-31.2572021484375,0.5814487636089325,0.600745461807593,0.39581598692499803,0.5763508081436157,168.23109436035156,71.86288452148438,0.0001837986201280728,0.00018025795764443512,5.686756342352179e-05,6.859219662942892e-05,0,0.0
