basin_id,lat,lon,aridity_index,mean_lai,mean_realized_arz_mm
1013500,47.23739,-68.58264,0.6305586695671082,1.5626871585845947,65.00605638768252
1022500,44.60797,-67.93524,0.587356448173523,2.096466302871704,72.49835936208127
1030500,45.50097,-68.30596,0.6241114139556885,1.873459815979004,53.23867620371362
1031500,45.17501,-69.3147,0.5879503488540649,2.0413265228271484,39.86259888249345
1047000,44.8692,-69.9551,0.6289293169975281,2.028841257095337,47.88010331639671
1052500,44.87739,-71.05749,0.5619144439697266,1.9641575813293457,54.43432183412767
1054200,44.39044,-70.97964,0.523306131362915,2.1470961570739746,43.68894542836647
1055000,44.64275,-70.58878,0.5990628004074097,2.003358602523804,43.578811812039646
1057000,44.30399,-70.53968,0.5973235964775085,2.2090158462524414,58.47430009366735
1073000,43.1487,-70.96506,0.63020259141922,2.3565239906311035,83.78259623775214
1078000,43.56646,-71.74786,0.6130263805389404,2.279695510864258,72.91769111867933
1118300,41.47482,-71.83424,0.5927076935768127,0.568051278591156,86.13147291238127
1121000,41.84371,-72.16897,0.6187262535095215,2.2351205348968506,89.49256067089757
1123000,41.67177,-72.0523,0.6030824780464172,2.246103048324585,98.29170998275488
1134500,44.51172,-71.83731,0.6032446026802063,1.9002509117126465,45.20847408078321
1137500,44.26867,-71.63036,0.5381382703781128,2.11991810798645,67.8120921856079
1139000,44.15034,-72.06509,0.6744132041931152,2.2130331993103027,43.81911620616826
1139800,44.09284,-72.33565,0.6439156532287598,2.038743019104004,56.50482770225649
1142500,43.93451,-72.65788,0.6477406024932861,0.4620721042156219,70.05454274167282
1144000,43.71424,-72.41815,0.6307596564292908,2.012979507446289,48.15080126699554
1162500,42.68259,-72.11508,0.5966617465019226,2.457942247390747,90.13907074410456
1169000,42.63842,-72.72509,0.574450671672821,2.347780704498291,78.08064745411993
1170100,42.70342,-72.67065,0.5758737325668335,2.371295928955078,91.47758618226167
1181000,42.23731,-72.89565,0.5939933061599731,2.2873122692108154,78.58763659794545
1187300,42.03732,-72.93899,0.5772777199745178,2.3950090408325195,86.00612349979285
1195100,41.30593,-72.5312,0.6392409205436707,0.5832858681678772,110.3128580363873
1333000,42.70897,-73.19677,0.5972830653190613,1.9295083284378047,63.40575364176038
1350000,42.31953,-74.43654,0.5803928971290588,2.030884265899658,63.64650587488165
1350080,42.37703,-74.41292,0.6410377025604248,2.2122673988342285,60.159786816865214
