basin_id,lat,lon,aridity_index,mean_realized_arz_mm,max_realized_arz_mm
1013500,47.23739,-68.58264,0.6305586695671082,65.00605638768252,110.14280319213869
1022500,44.60797,-67.93524,0.587356448173523,72.49835936208127,119.05851364135742
1030500,45.50097,-68.30596,0.6241114139556885,53.23867620371362,88.46448588371277
1031500,45.17501,-69.3147,0.5879503488540649,39.86259888249345,61.88454079627991
1047000,44.8692,-69.9551,0.6289293169975281,47.88010331639671,74.33795523643494
1052500,44.87739,-71.05749,0.5619144439697266,54.43432183412767,79.29218578338623
1054200,44.39044,-70.97964,0.523306131362915,43.68894542836647,63.59099984169006
1055000,44.64275,-70.58878,0.5990628004074097,43.578811812039646,69.0480135679245
1057000,44.30399,-70.53968,0.5973235964775085,58.47430009366735,90.11838722229004
1073000,43.1487,-70.96506,0.63020259141922,83.78259623775214,145.27253532409668
1078000,43.56646,-71.74786,0.6130263805389404,72.91769111867933,116.15771436691284
1118300,41.47482,-71.83424,0.5927076935768127,86.13147291238127,135.39688205718994
1121000,41.84371,-72.16897,0.6187262535095215,89.49256067089757,151.77634525299072
1123000,41.67177,-72.0523,0.6030824780464172,98.29170998275488,166.96640968322754
1134500,44.51172,-71.83731,0.6032446026802063,45.20847408078321,67.51903867721558
1137500,44.26867,-71.63036,0.5381382703781128,67.8120921856079,97.69586563110352
1139000,44.15034,-72.06509,0.6744132041931152,43.81911620616826,69.40082502365112
1139800,44.09284,-72.33565,0.6439156532287598,56.50482770225649,86.5410509109497
1142500,43.93451,-72.65788,0.6477406024932861,70.05454274167282,107.64944744110107
1144000,43.71424,-72.41815,0.6307596564292908,48.15080126699554,75.51873731613159
1162500,42.68259,-72.11508,0.5966617465019226,90.13907074410456,154.70120811462402
1169000,42.63842,-72.72509,0.574450671672821,78.08064745411993,126.292010307312
1170100,42.70342,-72.67065,0.5758737325668335,91.47758618226167,147.38332748413086
1181000,42.23731,-72.89565,0.5939933061599731,78.58763659794545,130.5263376235962
1187300,42.03732,-72.93899,0.5772777199745178,86.00612349979285,141.28777885437012
1195100,41.30593,-72.5312,0.6392409205436707,110.3128580363873,175.10011672973633
1333000,42.70897,-73.19677,0.5972830653190613,63.40575364176038,97.21374750137328
1350000,42.31953,-74.43654,0.5803928971290588,63.64650587488165,100.73582077026369
1350080,42.37703,-74.41292,0.6410377025604248,60.159786816865214,99.04630374908449
1350140,42.42897,-74.47293,0.6398831009864807,57.64943880616237,92.86544752120972
1365000,41.86648,-74.4871,0.5468335151672363,69.27413424516077,101.65335083007812
1411300,39.30694,-74.82056,0.7982944846153259,118.13030930595863,227.497522354126
1413500,42.14481,-74.65349,0.5831020474433899,62.20340211697359,93.24471378326416
1414500,42.1062,-74.73043,0.5602417588233948,64.01973876928757,94.85585403442384
1415000,42.12009,-74.81849,0.5930131673812866,56.85207307188588,86.9542350769043
1423000,42.1662,-75.13989,0.6012159585952759,56.94386193525576,89.02681541442871
1434025,41.99537,-74.50099,0.5121553540229797,65.48729202011506,91.27542114257812
1435000,41.89009,-74.58988,0.532018780708313,70.88293156690854,103.00413036346436
1439500,41.08815,-75.03767,0.6365445852279663,92.31096572687991,150.61253786087036
1440000,41.10667,-74.95222,0.6600243449211121,103.464372208789,175.97258758544922
1440400,41.08481,-75.21462,0.6224811673164368,84.8915556417501,136.59619140625
1451800,40.66176,-75.62685,0.6904674768447876,72.67639234081675,119.59404492378236
1466500,39.885,-74.50528,0.8643959760665894,197.60394284463663,398.1167984008789
1484100,38.90578,-75.51275,0.7836195230484009,138.79877828885918,264.46118545532227
1485500,38.22892,-75.47144,0.8116757869720459,106.24035490731902,214.346866607666
1486000,38.21389,-75.67139,0.816886842250824,88.90790232586848,184.4358253479004
1487000,38.72833,-75.56186,0.7809343338012695,129.6682977587621,261.415584564209
1491000,38.99719,-75.78581,0.7843862175941467,108.65180895854618,215.4969024658203
1510000,42.54118,-75.89964,0.647206723690033,57.94657395638391,93.3343186378479
1516500,41.79091,-77.01469,0.7120198607444763,64.63019345010757,112.7346420288086
1518862,41.92313,-77.53193,0.7480387091636658,62.0091251071123,108.7711877822876
1532000,41.70702,-76.48467,0.7188891172409058,41.96813568622445,76.00557088851929
1539000,41.07814,-76.43106,0.6893972754478455,63.3198974708241,108.0985598564148
1542810,41.57895,-78.29251,0.6628879904747009,39.47986978186941,62.84610939025879
1543000,41.4134,-78.19695,0.6715822219848633,37.73391390673586,60.63971710205078
1543500,41.31728,-78.10306,0.6699835062026978,38.62687421989476,64.1481499671936
1544500,41.4759,-77.82582,0.6810411214828491,51.7998069261717,86.91996097564697
1545600,41.38951,-77.69082,0.6789721250534058,46.075073084097575,77.2927873134613
1547700,41.05951,-77.60583,0.7487682104110718,66.05191220121459,118.96707248687744
