basin_id,aridity_index,mean_realized_arz_mm,max_realized_arz_mm,theta_cap_mean
1013500,0.6305586695671082,65.00605638768252,110.14280319213869,127.60572052001952
1022500,0.587356448173523,72.49835936208127,119.05851364135742,139.207275390625
1030500,0.6241114139556885,53.23867620371362,88.46448588371277,95.65245819091795
1031500,0.5879503488540649,39.86259888249345,61.88454079627991,69.3407211303711
1047000,0.6289293169975281,47.88010331639671,74.33795523643494,87.16468048095703
1052500,0.5619144439697266,54.43432183412767,79.29218578338623,86.96245574951172
1054200,0.523306131362915,43.68894542836647,63.59099984169006,75.91900634765625
1055000,0.5990628004074097,43.578811812039646,69.0480135679245,71.0749282836914
1057000,0.5973235964775085,58.47430009366735,90.11838722229004,106.88861846923828
1073000,0.63020259141922,83.78259623775214,145.27253532409668,176.76930236816406
1078000,0.6130263805389404,72.91769111867933,116.15771436691284,146.2165985107422
1118300,0.5927076935768127,86.13147291238127,135.39688205718994,160.5755615234375
1121000,0.6187262535095215,89.49256067089757,151.77634525299072,189.6417388916016
1123000,0.6030824780464172,98.29170998275488,166.96640968322754,208.8883514404297
1134500,0.6032446026802063,45.20847408078321,67.51903867721558,75.852783203125
1137500,0.5381382703781128,67.8120921856079,97.69586563110352,124.92881774902344
1139000,0.6744132041931152,43.81911620616826,69.40082502365112,84.34678649902344
1139800,0.6439156532287598,56.50482770225649,86.5410509109497,101.958251953125
1142500,0.6477406024932861,70.05454274167282,107.64944744110107,143.75570678710938
1144000,0.6307596564292908,48.15080126699554,75.51873731613159,84.68396759033203
1162500,0.5966617465019226,90.13907074410456,154.70120811462402,194.7779235839844
1169000,0.574450671672821,78.08064745411993,126.292010307312,164.93959045410156
1170100,0.5758737325668335,91.47758618226167,147.38332748413086,187.6934814453125
1181000,0.5939933061599731,78.58763659794545,130.5263376235962,158.02745056152344
1187300,0.5772777199745178,86.00612349979285,141.28777885437012,170.4371337890625
1195100,0.6392409205436707,110.3128580363873,175.10011672973633,218.37831115722656
1333000,0.5972830653190613,63.40575364176038,97.21374750137328,110.73094940185548
1350000,0.5803928971290588,63.64650587488165,100.73582077026369,112.5755615234375
1350080,0.6410377025604248,60.159786816865214,99.04630374908449,115.85419464111328
1350140,0.6398831009864807,57.64943880616237,92.86544752120972,105.70744323730467
1365000,0.5468335151672363,69.27413424516077,101.65335083007812,113.53356170654295
1411300,0.7982944846153259,118.13030930595863,227.497522354126,272.5219116210937
1413500,0.5831020474433899,62.20340211697359,93.24471378326416,106.14845275878906
1414500,0.5602417588233948,64.01973876928757,94.85585403442384,104.86122131347656
1415000,0.5930131673812866,56.85207307188588,86.9542350769043,98.16663360595705
1423000,0.6012159585952759,56.94386193525576,89.02681541442871,102.16437530517578
1434025,0.5121553540229797,65.48729202011506,91.27542114257812,111.8917236328125
1435000,0.532018780708313,70.88293156690854,103.00413036346436,115.99285125732422
1439500,0.6365445852279663,92.31096572687991,150.61253786087036,165.31227111816406
1440000,0.6600243449211121,103.464372208789,175.97258758544922,199.93296813964844
1440400,0.6224811673164368,84.8915556417501,136.59619140625,149.4541015625
1451800,0.6904674768447876,72.67639234081675,119.59404492378236,127.69078826904295
1466500,0.8643959760665894,197.60394284463663,398.1167984008789,591.9511108398438
1484100,0.7836195230484009,138.79877828885918,264.46118545532227,344.1701965332031
1485500,0.8116757869720459,106.24035490731902,214.346866607666,261.5028381347656
1486000,0.816886842250824,88.90790232586848,184.4358253479004,216.78565979003903
1487000,0.7809343338012695,129.6682977587621,261.415584564209,341.533203125
1491000,0.7843862175941467,108.65180895854618,215.4969024658203,260.4913330078125
1510000,0.647206723690033,57.94657395638391,93.3343186378479,108.72942352294922
1516500,0.7120198607444763,64.63019345010757,112.7346420288086,134.45361328125
1518862,0.7480387091636658,62.0091251071123,108.7711877822876,129.4486846923828
1532000,0.7188891172409058,41.96813568622445,76.00557088851929,79.24840545654297
1539000,0.6893972754478455,63.3198974708241,108.0985598564148,124.12696075439452
1542810,0.6628879904747009,39.47986978186941,62.84610939025879,73.48815155029297
1543000,0.6715822219848633,37.73391390673586,60.63971710205078,70.9800796508789
1543500,0.6699835062026978,38.62687421989476,64.1481499671936,72.78937530517578
1544500,0.6810411214828491,51.7998069261717,86.91996097564697,99.18296813964844
1545600,0.6789721250534058,46.075073084097575,77.2927873134613,84.16595458984375
1547700,0.7487682104110718,66.05191220121459,118.96707248687744,135.6601104736328
1548500,0.7204355001449585,50.21331951683032,86.49588298797607,99.8913345336914
1549500,0.6883711814880371,47.49195447579899,80.91313171386719,89.6598129272461
1550000,0.6804351806640625,48.72475937627314,81.99585008621216,91.24577331542967
1552000,0.6648448705673218,47.10250015331894,77.45501232147217,87.7667236328125
1552500,0.6326097846031189,58.37140915275904,94.03700733184814,105.38251495361328
1557500,0.7483418583869934,64.38052421304558,116.06482982635498,136.60316467285156
1567500,0.7575274109840393,75.19277946025183,132.62811660766602,179.7382354736328
1568000,0.728279709815979,68.15518977124667,122.29293060302734,151.28271484375
1580000,0.7364373803138733,176.36074712481414,289.2870674133301,415.0884399414063
1583500,0.7825867533683777,156.6290607076423,285.6236743927002,425.5708618164063
1586610,0.7698362469673157,179.1966455588051,315.26890563964844,482.4633483886719
1591400,0.7987880110740662,175.5835740203774,308.3050003051758,457.3390197753906
1594950,0.6256999969482422,44.92376610884202,71.10440063476562,84.48223876953125
1596500,0.7352662086486816,58.43045245010632,104.23028135299684,118.69056701660156
1605500,0.784054696559906,61.91619785129208,106.59329223632812,123.91941833496094
1606500,0.7429977655410767,43.299976650305226,75.55484437942505,83.75911712646484
1613050,0.7922105193138123,63.38545693078818,120.92870283126832,141.48406982421875
1620500,0.7437491416931152,52.32480505474903,94.54138803482056,111.72210693359376
1632000,0.8699941635131836,51.675467354164745,104.59570646286012,118.70311737060548
1632900,0.8915849924087524,90.25574724176847,198.74969100952148,296.55517578125
1634500,0.8471001982688904,62.758379330402704,126.81140232086182,143.39309692382812
1638480,0.8430324792861938,107.0075593796236,216.34471702575684,323.9056701660156
1639500,0.7841347455978394,109.8915769779284,211.29043769836423,276.52783203125
1644000,0.8391919136047363,77.53142117366104,158.55631637573242,225.3041839599609
1658500,0.834475040435791,79.91539189014411,151.74502849578855,194.3138732910156
1664000,0.8167611360549927,76.8950377184232,162.3313217163086,220.8639373779297
1666500,0.8304279446601868,79.58466701678147,161.1001148223877,252.6253204345703
1667500,0.8379586935043335,69.8176217731017,150.13391780853271,211.81105041503903
1669000,0.837684154510498,102.74488200095256,225.83215141296387,278.34033203125
1669520,0.8218821287155151,97.78858476364825,211.6996784210205,266.796875
2011400,0.7733005881309509,73.93222761058442,133.5157618522644,155.1222686767578
2011460,0.7392908334732056,52.12827236483971,91.35728693008424,105.79655456542967
2013000,0.8548496961593628,52.90684741751777,104.6350073814392,120.2335968017578
2014000,0.8156406283378601,56.8450519717029,112.6681776046753,133.1150360107422
2015700,0.7941590547561646,70.66623622889414,124.48455905914308,147.47317504882812
2016000,0.8184329271316528,57.01551144252317,110.9599859714508,127.91213989257812
2017500,0.8591020703315735,64.17518502496677,124.36783504486084,158.01400756835938
2018000,0.8576520681381226,55.94851302395643,115.42321920394896,139.1435546875
2027000,0.7626517415046692,75.92748333429155,145.72681999206543,178.3632354736328
2027500,0.7204324007034302,64.84255019363901,120.66437911987305,149.49000549316406
2028500,0.7807132005691528,92.9440990576106,187.81411457061768,247.7984313964844
2038850,0.9173972010612488,111.20127967657628,260.0400581359863,381.585205078125
2046000,0.8409775495529175,75.69160393350946,177.44990062713623,239.6517639160156
2051000,0.8575015664100647,148.7778465631648,330.8806838989258,582.3636474609375
2051500,0.9331390261650084,72.61308340270016,178.2094268798828,236.7733612060547
2053200,0.8389320969581604,76.42386354758675,191.6860313415528,216.0679473876953
2053800,0.8263392448425293,92.44264568545388,200.9943580627441,286.7060241699219
2055100,0.8717825412750244,91.32955378793324,200.76442527771,333.2662353515625
2056900,0.8508856892585754,123.4919759044031,268.4499816894531,477.6572265625
2059500,1.0327856540679932,104.20724073250943,236.42501640319824,404.0147705078125
2064000,0.9453861117362976,92.57705548514978,213.015944480896,318.0298767089844
2065500,1.1795201301574707,82.01265844608619,194.60905838012687,289.8040466308594
2069700,0.7712748050689697,116.12513192314849,254.5669479370117,378.1314697265625
2070000,1.1397621631622314,100.41517588926465,263.1084098815918,424.6961059570313
2074500,1.0462877750396729,101.57979349873322,241.44605445861816,364.473388671875
2077200,0.8726342916488647,99.49554887891011,196.9600515365601,245.52438354492188
2081500,0.8545820713043213,66.85162026692011,147.66350936889648,187.590576171875
2082950,0.9678032994270324,60.68958698047472,151.19306087493896,193.175033569336
2092500,0.8638595938682556,86.09801747238012,209.15668106079104,263.37060546875
2096846,0.9533601403236388,113.18019526673616,260.96630668640137,360.5107116699219
2102908,0.9000457525253296,147.7386554280083,303.18711853027344,534.40380859375
2108000,0.8418707251548767,85.43674139133181,212.53332901000977,249.7217559814453
2111180,0.7322070002555847,110.3299222223122,220.0095291137696,330.4301452636719
2111500,0.8219616413116455,129.89044405844422,276.8406162261963,417.72265625
2112120,0.7866962552070618,145.35485514142823,300.85507583618164,513.82421875
2112360,0.8315532207489014,125.8999424701321,258.9243049621582,412.9602966308594
2118500,0.8160580992698669,134.972501645103,309.2520408630371,518.6411743164062
2125000,0.952101707458496,40.32970334091507,97.10235595703124,106.92789459228516
2128000,0.9065017104148864,62.18162801331424,151.0990219116211,191.87887573242188
2137727,0.6948145031929016,138.7648665450267,268.12767601013184,392.7096252441406
2140991,0.7426299452781677,106.42820601194396,215.1163482666016,334.60107421875
2143000,0.7875931859016418,130.02543103509976,276.52813720703125,403.2166442871094
2143040,0.6946423649787903,137.9280969094438,259.6096000671387,372.0864868164063
2149000,0.7834656834602356,149.73774082735957,308.46532440185547,490.3979797363281
2152100,0.8241028189659119,137.45794644628177,293.8793468475342,442.5597839355469
2177000,0.5231470465660095,233.0771167558091,425.5679473876953,721.29931640625
2178400,0.5394382476806641,211.4717503697534,376.0083312988281,669.8175659179688
2193340,0.9238367676734924,109.50266463775272,296.98193740844727,502.1096496582031
2196000,1.174875020980835,56.77439524540394,164.84421253204346,220.860107421875
2198100,1.0855629444122314,83.35869615777258,264.0171413421631,352.24560546875
2202600,0.9472233653068542,60.42838198439355,174.0192675590515,213.1243133544922
2212600,1.1915264129638672,80.97479268359668,230.697006225586,322.69390869140625
2215100,0.9416596293449402,78.38895592373595,215.83251953125,297.4300842285156
2216180,0.9354568719863892,72.48196347740189,199.69590425491333,241.88026428222656
2221525,0.9354846477508544,136.7633222933994,364.6347217559815,571.7858276367188
2231000,0.9154281616210938,73.87956344509108,216.20869541168213,265.1376953125
2231342,0.924647867679596,76.16558585895372,200.08066177368164,223.4228363037109
2235200,1.1016991138458252,138.8996212989402,368.51603507995605,633.6978759765625
2245500,1.0144387483596802,82.85485057374774,212.0934772491455,269.7549133300781
2246000,0.8875613212585449,68.5586177411578,171.85045194625854,197.24069213867188
2296500,0.953196346759796,97.8918327549814,278.7318992614746,391.5184326171875
2297155,0.9745660424232484,106.85924981114287,256.3093740940094,303.3222351074219
2297310,1.052384853363037,66.26285870550845,175.63445234298706,202.55308532714844
2298123,0.9568809270858764,69.55966492747059,184.2841749191284,247.75173950195312
2298608,0.929740071296692,71.2132903278951,181.6393225193024,205.34695434570312
2299950,0.888950526714325,61.38203223329496,150.5670304298401,159.10459899902344
2300700,1.1172316074371338,56.71917304974835,138.64165765047073,142.86412048339844
2310947,0.9432361125946044,111.1963871492698,305.3338851928711,437.1921997070313
2312200,1.0520682334899902,128.63086710883047,345.5353584289551,549.6797485351562
2314500,0.9523521065711976,108.62598063515406,314.375638961792,458.3158874511719
2315500,1.0112502574920654,105.01409938305392,324.1751976013184,504.4389343261719
2324400,0.9908767938613892,194.5674245270048,492.2525787353516,1396.5772705078125
2327100,0.784210741519928,58.93314947927927,134.12625122070312,161.321044921875
2342933,0.8585705161094666,126.43885003660996,301.9612236022949,440.64300537109375
2349900,0.9308719635009766,87.36434833479963,233.784481048584,316.0712585449219
2350900,0.8681628108024597,109.60193481939643,297.7120361328125,395.3294982910156
2361000,0.8313663005828857,92.6990693091998,225.2784595489502,264.0212707519531
2363000,1.0532557964324951,127.48165603570855,324.1463890075684,487.1781921386719
2369800,0.8046660423278809,156.95403236045215,332.0167541503906,486.3078002929688
2371500,0.7928453683853149,120.47271331519754,292.6996650695801,418.9424133300781
2372250,0.7894470691680908,127.24483936836867,314.82051849365234,435.59954833984375
2374500,0.9840174913406372,157.8490733964575,351.4403648376465,575.0075073242188
2381600,0.7056564688682556,79.73027086962877,147.20512580871582,197.0528106689453
2384540,0.5653001666069031,128.10929944963868,229.42462158203125,324.9492492675781
2395120,0.7850752472877502,127.62525308034265,281.39598846435547,410.4790649414063
2408540,0.7713565826416016,136.3031667617795,295.9703617095947,409.11572265625
2415000,0.73995041847229,145.1572487265943,308.4201431274414,443.4670104980469
2422500,0.7705402970314026,154.15855065095292,339.76342010498047,497.33984375
2427250,0.9822341203689576,102.15774399025813,240.4013519287109,323.0849304199219
2430085,0.6962970495223999,217.03022247275464,378.06578826904297,675.7308959960938
2430615,0.6956748962402344,231.97871641634936,412.3408279418945,787.7149047851562
2450250,0.6948295831680298,87.26890088463595,163.94919753074646,185.291015625
2464000,0.7027588486671448,93.26057505742502,187.5205020904541,228.5727386474609
2464146,0.7284440994262695,153.3539339731505,310.2278633117676,453.6280212402344
2464360,0.7716161012649536,174.85558436408184,348.14062690734863,555.3433227539062
2465493,0.8878142833709717,204.08929744204545,418.6035957336426,798.35400390625
2469800,0.8014817237854004,126.4220892023183,286.9844665527344,418.6307678222656
2472000,0.7617496848106384,84.95868861429403,192.75128173828125,254.33053588867188
2472500,0.8501705527305603,119.92306932538808,267.13375091552734,459.7142639160156
2479155,0.7226367592811584,128.17012733742146,255.00483322143555,364.7937622070313
2479300,0.6956728100776672,105.7387602991117,214.57003784179688,291.4873046875
2479560,0.6849685311317444,101.00711142213964,217.45230102539065,277.7919006347656
2481000,0.6710872054100037,91.17559353612074,171.33955192565918,228.4283142089844
2481510,0.6959983706474304,110.44185242232538,223.47215843200684,317.3191223144531
3010655,0.6884605884552002,47.63874294888823,79.8793773651123,92.5342788696289
3011800,0.6277467012405396,40.08057550383998,64.50810384750366,71.62892150878906
3015500,0.628297746181488,46.32522716833784,75.96346807479858,88.83857727050781
3021350,0.6146413683891296,49.819524031787225,79.7756233215332,89.19178009033203
3026500,0.6391967535018921,45.26997601809696,73.78636884689331,82.77706146240234
3028000,0.6532458662986755,44.89799915467068,73.29209351539612,81.2156982421875
3049000,0.7226699590682983,56.9275992510636,105.91189336776732,112.42699432373048
3049800,0.8036940097808838,71.4139648791886,137.49892234802246,162.36788940429688
3050000,0.6404775381088257,33.76371873045168,55.1279501914978,68.94298553466797
3066000,0.5888904333114624,27.143551031719444,41.43691062927246,52.30844497680664
3069500,0.6005441546440125,28.32083770945508,45.13590240478516,53.0772590637207
3070500,0.6580303311347961,41.682828891971376,69.71377611160278,83.07439422607422
3076600,0.6676070690155029,49.77779627899376,85.81437397003174,104.1793441772461
3078000,0.6945604085922241,44.80043415850065,76.73055648803711,91.8617172241211
3140000,0.8385220170021057,72.09433223009327,143.97258377075195,190.89845275878903
3144000,0.8189730644226074,62.04614806971557,123.83105182647704,154.44595336914062
3159540,0.799791157245636,62.53679252284399,123.50400924682616,148.5419921875
3161000,0.666745662689209,126.90799748642988,218.35298538208008,333.31817626953125
3164000,0.7133501768112183,107.04598319006132,211.75500106811523,305.5073547363281
3165000,0.7259776592254639,126.15008900491485,243.7141189575196,436.1786804199219
3170000,0.8478828072547913,113.0696250531203,255.32722854614252,427.49224853515625
3173000,0.8710416555404663,53.65109386433648,116.31929206848145,150.62754821777344
3180500,0.6571959257125854,42.127052603030776,66.67257118225098,79.86518859863281
3182500,0.709210991859436,48.672673709637536,83.55221748352051,101.3893051147461
3186500,0.6070539355278015,37.17740517790506,59.396225929260254,71.93199157714844
3187500,0.6097615361213684,42.94057500856291,68.18516159057617,81.2728042602539
3213700,0.7516756057739258,43.6492910603577,84.46752738952637,96.1406707763672
3237280,0.724090576171875,84.56884847485382,169.07498931884766,200.7629547119141
3237500,0.7912082672119141,51.77125312664536,101.94186639785768,118.57994079589844
3238500,0.7858372926712036,43.85900201512897,81.82507920265198,85.63428497314453
3241500,0.8181349039077759,80.02395892138898,146.8743486404419,175.58984375
3280700,0.6842867732048035,77.9089747429068,141.54762649536133,169.39633178710938
3281100,0.7041131258010864,71.2122342126564,126.80473232269289,153.262939453125
3281500,0.7028293609619141,46.53251460878317,87.95995998382568,104.94743347167967
3285000,0.765992283821106,55.61775277857146,109.66259288787842,136.57115173339844
3291780,0.7130900621414185,73.85300955286773,128.75212335586548,139.3209228515625
3300400,0.7810589075088501,48.47008743088575,99.02907621860504,106.23755645751952
3338780,0.8509235978126526,56.20740757660397,108.75209879875185,121.9404754638672
3340800,0.8060791492462158,80.10003452097375,143.4251832962036,170.01539611816406
3346000,0.8305362462997437,46.76427945798713,94.19011199474336,95.49932861328124
3357350,0.7856523394584656,59.4051224443899,102.86659598350523,109.98477935791016
3364500,0.7585121989250183,71.081128738074,120.83589744567873,133.79798889160156
3366500,0.7166314721107483,58.7747729929896,104.6360969543457,110.87629699707033
3368000,0.7314919233322144,74.40238764386561,131.03266835212708,140.42384338378906
3384450,0.7445021867752075,72.48303069965446,147.16124254465103,155.0247039794922
3439000,0.4890390932559967,228.6933774549523,389.5636596679688,652.0892333984375
3450000,0.6617993712425232,117.90984219159276,205.98133087158203,309.1089172363281
3455500,0.5902453064918518,160.98217746144906,253.626953125,470.55218505859375
3456500,0.5778324007987976,148.24777864935538,244.97248458862305,361.7605285644531
3460000,0.5933198928833008,138.06052029117612,266.5931854248047,390.4048156738281
3463300,0.6690040826797485,93.74294046338272,159.28248596191406,211.78469848632807
3471500,0.762952446937561,68.88113174118206,127.33955192565918,161.69728088378906
3473000,0.7401137351989746,59.50839309671496,112.7256317138672,141.11959838867188
3479000,0.670428991317749,92.60894975002545,165.46735954284668,232.717514038086
3488000,0.7977017164230347,43.12405006066142,85.12168645858765,100.47686767578124
3498500,0.611350417137146,68.44698737663691,121.743745803833,152.965576171875
3500000,0.543330729007721,226.24803851176884,407.6660614013672,708.6981811523438
3500240,0.6083989143371582,201.93943949680428,371.609489440918,603.41259765625
3504000,0.4816758334636688,190.3224434919613,321.49139404296875,624.3043212890625
3574500,0.6659915447235107,46.59584827692018,86.19570207595825,99.48487091064452
3592718,0.8797202110290527,177.63694877784647,331.2195739746094,559.8541870117188
3604000,0.6814355850219727,115.12656037066404,237.97880959510803,275.42529296875
4015330,0.8743882775306702,39.38148714012637,74.65025997161865,85.64075469970703
4024430,0.9007720351219176,40.62251560645374,83.06748747825623,88.4716796875
4027000,0.8470198512077332,39.145359535682026,74.92319321632385,83.97976684570312
4040500,0.926734209060669,48.766547123540334,92.84895622730257,105.09940338134766
4043050,1.0553712844848633,43.6864005297417,86.96757936477661,97.13612365722656
4045500,1.0893559455871582,67.68121873821127,119.98669362068176,129.792724609375
4056500,0.8493872284889221,38.32461804189611,66.14665269851685,72.84132385253906
