basin_id,min_sa_mm,mean_sa_mm,mean_theta_cap_mm,mean_realized_arz_mm,median_realized_arz_mm,p95_realized_arz_mm,max_realized_arz_mm,mean_realized_arz_frac_cap,mean_relative_soil_storage,lat,lon,aridity_index,mean_lai,area_km2
1013500,8.066898345947266,73.07295473362979,127.6057357788086,65.00605638768252,69.46569442749023,102.07320022583008,110.14280319213869,0.509428953102577,0.5726463178762922,47.23739,-68.58264,0.6305586695671082,1.5626871585845947,2252.7
1022500,4.279186248779297,76.77754561086057,139.20730590820312,72.49835936208127,81.5176887512207,111.21125106811525,119.05851364135742,0.5207942132713104,0.5515338804235581,44.60797,-67.93524,0.587356448173523,2.096466302871704,573.6
1030500,2.853308916091919,56.09198511980554,95.65245056152344,53.23867620371362,59.14754176139832,83.16648020744323,88.46448588371277,0.5565845505387301,0.5864145120226407,45.50097,-68.30596,0.6241114139556885,1.873459815979004,3676.17
1031500,2.052806615829468,41.91540549832292,69.34072875976562,39.86259888249345,45.46818947792053,59.030759286880496,61.88454079627991,0.5748800105721328,0.6044846405283815,45.17501,-69.3147,0.5879503488540649,2.0413265228271484,769.05
1047000,2.6407740116119385,50.520877328008645,87.16468048095703,47.88010331639671,53.8953320980072,71.16113638877867,74.33795523643494,0.5493062448253583,0.579602621718392,44.8692,-69.9551,0.6289293169975281,2.028841257095337,909.1
1052500,2.9957475662231445,57.43006940035081,86.96244049072266,54.43432183412767,59.09977626800537,74.83516216278076,79.29218578338623,0.6259520952604226,0.6604008474955066,44.87739,-71.05749,0.5619144439697266,1.9641575813293457,383.82
1054200,3.2880208492279053,46.97696627759437,75.91900634765625,43.68894542836647,49.55829644203186,60.67994027137756,63.59099984169006,0.575467824595879,0.6187774121077473,44.39044,-70.97964,0.523306131362915,2.1470961570739746,180.98
1055000,1.445348858833313,45.02416067087296,71.07492065429688,43.578811812039646,48.26045405864716,62.14636294841766,69.0480135679245,0.613139084938325,0.6334746526115326,44.64275,-70.58878,0.5990628004074097,2.003358602523804,250.64
1057000,4.981969833374023,63.456269927041376,106.88860321044922,58.47430009366735,67.72992897033691,86.47164878845214,90.11838722229004,0.5470583236880676,0.5936673136433877,44.30399,-70.53968,0.5973235964775085,2.2090158462524414,190.92
1073000,8.674699783325195,92.45729602107734,176.76937866210938,83.78259623775214,92.37113761901855,133.2475994110107,145.27253532409668,0.4739655525853302,0.5230390960292243,43.1487,-70.96506,0.63020259141922,2.3565239906311035,31.3
1078000,7.092987537384033,80.01067865606336,146.21661376953125,72.91769111867933,81.58344221115112,109.40213651657103,116.15771436691284,0.4986963467339851,0.5472064808050976,43.56646,-71.74786,0.6130263805389404,2.279695510864258,222.46
1118300,10.302306175231934,96.4337790876132,160.57559204101562,86.13147291238127,92.70760440826416,125.46611576080322,135.39688205718994,0.5363920619416481,0.6005506681425233,41.47482,-71.83424,0.5927076935768127,0.568051278591156,10.36
1121000,15.83420467376709,105.32676534466466,189.64170837402344,89.49256067089757,96.29430484771729,143.03572025299073,151.77634525299072,0.4719033668184144,0.555398737164572,41.84371,-72.16897,0.6187262535095215,2.2351205348968506,70.25
1123000,18.5575008392334,116.84921082198828,208.88836669921875,98.29170998275488,105.75550270080566,154.9188663482666,166.96640968322754,0.4705465964233731,0.5593859182701211,41.67177,-72.0523,0.6030824780464172,2.246103048324585,77.85
1134500,2.9897961616516118,48.19827024243482,75.85277557373047,45.20847408078321,50.1643328666687,63.4078127861023,67.51903867721558,0.5960028982306604,0.6354186762168658,44.51172,-71.83731,0.6032446026802063,1.9002509117126465,195.13
1137500,9.108470916748049,76.92056310235594,124.92881774902344,67.8120921856079,76.14274978637695,92.80977249145508,97.69586563110352,0.5428058426186299,0.6157151287294339,44.26867,-71.63036,0.5381382703781128,2.11991810798645,228.55
1139000,3.165062427520752,46.98417863368901,84.34678649902344,43.81911620616826,49.92087507247925,64.90270643234253,69.40082502365112,0.519511388933301,0.5570357874183268,44.15034,-72.06509,0.6744132041931152,2.2130331993103027,246.33
1139800,5.152155876159668,61.65698357841616,101.958251953125,56.50482770225649,62.28116321563721,81.83439350128174,86.5410509109497,0.5541957283480538,0.6047277429468169,44.09284,-72.33565,0.6439156532287598,2.038743019104004,22.8
1142500,14.18578052520752,84.24032326688034,143.75567626953125,70.05454274167282,76.1388578414917,99.7264669418335,107.64944744110107,0.4873167067874644,0.5859965008194596,43.93451,-72.65788,0.6477406024932861,0.4620721042156219,82.17
1144000,3.415649890899658,51.5664511578952,84.6839599609375,48.15080126699554,53.44168424606323,70.23837461471557,75.51873731613159,0.5685941149800535,0.60892819822882,43.71424,-72.41815,0.6307596564292908,2.012979507446289,1790.24
1162500,13.926416397094728,104.06548714119928,194.7779235839844,90.13907074410456,97.63962364196776,143.91848258972166,154.70120811462402,0.4627786819240753,0.5342776287289474,42.68259,-72.11508,0.5966617465019226,2.457942247390747,49.71
1169000,14.205121040344238,92.28576849446416,164.93960571289062,78.08064745411993,84.49961376190186,118.18591289520262,126.292010307312,0.4733893179666892,0.5595124839518862,42.63842,-72.72509,0.574450671672821,2.347780704498291,230.64
1170100,16.954853057861328,108.432439240123,187.69354248046875,91.47758618226167,98.8165397644043,137.58876419067383,147.38332748413086,0.4873773757655022,0.5777100149910932,42.70342,-72.67065,0.5758737325668335,2.371295928955078,106.99
1181000,12.059004783630373,90.64664138157582,158.0274658203125,78.58763659794545,84.25705814361572,120.80904941558836,130.5263376235962,0.4973036566143806,0.5736132064830233,42.23731,-72.89565,0.5939933061599731,2.2873122692108154,243.5
1187300,15.393587112426758,101.3997106122196,170.43714904785156,86.00612349979285,91.447416305542,132.0943645477295,141.28777885437012,0.5046207589147479,0.5949390210918797,42.03732,-72.93899,0.5772777199745178,2.3950090408325195,53.92
