model,basin_id,lat,lon,NSE,KGE,R2,FLV,FHV,low_flow_NSE,high_flow_NSE,ET_over_P,INT_over_P,Q_over_P,SRUN_over_P,IFLOW_over_P,BAS_over_P,REC_over_P,external_loss_over_P,mean_abs_daily_wb_residual_mm_day,cumulative_relative_wb_error,SNOWPACK_drift_mm,MELTWATER_drift_mm,Sa_drift_mm,GW_drift_mm,alpha_mean,theta_cap_mean,aSrz_capacity_mm,mean_aSrz_mm,aridity_index,theta_wetpoint_weighted_ep60,theta_wetpoint_mean_ep60,component_weight_sum,theta_wetpoint_comp_1,theta_wetpoint_comp_2,theta_wetpoint_comp_3,theta_wetpoint_comp_4,theta_cap_comp_1,theta_cap_comp_2,theta_cap_comp_3,theta_cap_comp_4,K_weighted,K_mean,theta_ab_weighted,theta_ak_weighted,theta_efmax_weighted,theta_cap_weighted,theta_wetpoint_weighted,component_weight_1,component_weight_2,component_weight_3,component_weight_4,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean,huc_02,gauge_name,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,area_geospa_fabric,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,root_depth_99,component_entropy_ep60,parameter_source_note
Model6Closed_Snow_aSrz_SIMHYD_Simple,1013500,47.23739,-68.58264,0.8873084187507629,0.938938485777133,0.8939866850686322,-113.4799481034479,-1.468477500524391,-4.1278181076049805,0.8205539882183075,0.4496166091625415,0.1722692825586871,0.5419406579029975,0.2594277625101006,0.0058051787718982,0.2767077465066047,0.2822218869408818,0.0,0.0001485760876676,4.689357176163018e-05,7.232343341456726e-05,7.801322499290109e-05,91.6805648803711,99.03404235839844,0.3607611060142517,146.02903747558594,115.28348541259766,69.72868347167969,0.6305586695671082,0.37544936,0.42267665,1.0,0.4714923,0.41160476,0.4897691,0.3178405,423.4258,79.902,109.2506,130.47777,0.058778927,0.07885808,0.9713472,1.2306887,0.7952062,120.03457,0.37544936,0.0277501,0.30734763,0.14265677,0.5222455,3.12667898699521,1.97155451060917,0.187940258706929,0.313440357191799,0.63055865946247,12.95,1.34895833333333,son,202.2,3.4271186440678,mam,Siliciclastic sedimentary rocks,0.815904446815535,Basic volcanic rocks,0.179729452382194,0.0,0.1714,-14.7019,1.69915450753356,0.543437466590222,1.52821853538976,0.585225955779508,1.84532416164806,0.241106126475711,6.37302139711473,6.1,8.71428571428571,41.35,20.1707317073171,0.0,207.25,1,"Fish River near Fort Kent, Maine",7.40476190476191,1.24840792462702,0.461148751156712,1.10652247617283,0.558054827184396,27.8418272885233,55.1569400320784,16.2757317233653,5.37669779045723,0.40871676450827,0.0,47.23739,-68.58264,250.31,21.64152,2252.7,2303.95,0.9063,4.1673039455613,3.34073185949204,0.804567420071824,0.37164816263051,0.883451918625571,    Mixed Forests,,,1.0791292795616023,Ep100 benchmark metrics merged with Ep60 auxiliary parameter diagnostics
Model6Closed_Snow_aSrz_SIMHYD_Simple,1022500,44.60797,-67.93524,0.808997631072998,0.8988692520811972,0.8142323704577645,-99.51677487406572,-14.451472228335728,-1.278264045715332,0.612934798002243,0.3805196025002884,0.123030051012437,0.6144704767393288,0.2609099666188496,0.0236902265188403,0.329870292721773,0.3330811636493533,0.0,0.0001607897138455,4.387927833456518e-05,7.221236592158675e-05,7.74569998611696e-05,77.07205200195312,67.37751770019531,0.3486601114273071,149.14491271972656,127.69683074951172,80.69844055175781,0.587356448173523,0.4067307,0.44573915,1.0,0.48647344,0.44239455,0.5239379,0.33015072,364.61642,56.438652,160.80043,135.46729,0.053672876,0.0672735,0.9564893,1.3661221,0.7761413,125.03012,0.4067307,0.06451077,0.36191896,0.13350902,0.44006127,3.60812594113621,2.11925594798084,-0.114529586491395,0.245259009248271,0.587356423405076,20.55,1.20527859237537,son,233.65,3.66222570532915,jja,Acid plutonic rocks,0.590658158506066,Siliciclastic sedimentary rocks,0.164618210344753,0.0,0.071,-14.2138,2.17306214800791,0.602268929482991,1.77627980351081,0.554478447930409,1.70278237133413,0.20473435527605,7.12304944397925,3.9,2.29411764705882,65.15,17.1447368421053,0.0,166.25,1,"Narraguagus River at Cherryfield, Maine",17.4128078817734,1.49184551626462,0.415905486478906,2.37500506296918,0.62622887793281,59.3901561620653,28.0809367005555,12.0376458109105,1.22691267171763,0.0,0.358472313043415,44.60797,-67.93524,92.68,17.79072,573.6,620.38,0.9232,4.87139243857226,3.74669161645587,0.863935769102455,0.337712461949305,0.820493445115513,    Mixed Forests,0.237434541158062,2.23844410060377,1.174702346226281,Ep100 benchmark metrics merged with Ep60 auxiliary parameter diagnostics
Model6Closed_Snow_aSrz_SIMHYD_Simple,1030500,45.50097,-68.30596,0.8627951294183731,0.9210671985036628,0.8652334448766705,-67.26311126190846,-5.542273677083023,-3.860326766967773,0.6846559047698975,0.4177284780198212,0.1534997331047735,0.5775226994496915,0.298268290176012,0.0054001288019214,0.2738543217901682,0.2774318183129444,0.0,0.0001519152137916,4.553243792807876e-05,7.246772293001413e-05,7.801831816323102e-05,55.11707305908203,67.75717163085938,0.3540354073047638,105.5343780517578,93.28962707519533,57.935977935791016,0.6241114139556885,0.36510432,0.4144514,1.0,0.46159655,0.40354705,0.47710857,0.3155534,412.33884,91.67286,82.77072,124.50915,0.057529557,0.08029343,0.97478473,1.1965353,0.7926713,116.97705,0.36510432,0.02532241,0.29441342,0.12346404,0.5568001,3.2744052019165,2.04359356605065,0.0473581892739792,0.27701840295357,0.624111385131731,17.15,1.20774647887324,son,215.6,3.51426242868786,djf,Siliciclastic sedimentary rocks,0.573305400935238,Metamorphics,0.287010005606611,0.0521400935487284,0.1178,-14.4918,1.82010754402741,0.555858982560286,1.87111040605632,0.508440712580478,1.37750520315631,0.107149196809004,6.85488650393008,12.25,7.20588235294118,89.25,19.4021739130435,0.0,184.9,1,"Mattawamkeag River near Mattawamkeag, Maine",19.0114143920596,1.46136319457164,0.459090984473127,1.28980734614748,0.653019780703995,32.2354584281651,51.7791822486715,14.7768237774889,1.63434486166016,1.33027758793988,0.0220161021434411,45.50097,-68.30596,143.8,12.79195,3676.17,3676.09,0.8782,4.68519971859885,3.66554296378545,0.858502041122509,0.35139338964903,0.975257985818668,    Mixed Forests,,,1.0373833009049933,Ep100 benchmark metrics merged with Ep60 auxiliary parameter diagnostics
Model6Closed_Snow_aSrz_SIMHYD_Simple,1031500,45.17501,-69.3147,0.8368524610996246,0.8763933232607335,0.8395369336642107,20.886059395856808,-20.022566137278307,-11.373034477233888,0.7486740350723267,0.3652258874723772,0.1425051642560242,0.6298793654993834,0.2976445440412794,0.0051395640559708,0.3270952743218148,0.3310003614782333,0.0,0.0001555045309942,4.294313763949447e-05,7.221350097097456e-05,7.754704711260274e-05,48.11064147949219,80.62858581542969,0.3014932572841644,71.395751953125,64.79000091552734,43.439788818359375,0.5879503488540649,0.39302135,0.44367138,1.0,0.47925916,0.4405492,0.5345749,0.3203021,140.70134,35.290382,94.76285,73.75686,0.061048374,0.06290108,0.97213566,1.3050067,0.71794426,71.429825,0.39302135,0.068948135,0.25862712,0.14309016,0.52933455,3.5229568788501,2.07132369609856,0.104090599122482,0.291836473001958,0.587950340389816,18.9,1.14893617021277,son,227.35,3.47364400305577,djf,Siliciclastic sedimentary rocks,0.448927859249061,Metamorphics,0.443862824494092,0.0262579789051996,0.0747,-14.841,2.03024228022694,0.576289279160751,1.49401920331253,0.445090526012048,1.64869298694367,0.111345353480538,8.01050285897128,18.9,3.28695652173913,94.8,14.6976744186047,0.0,181.0,1,"Piscataquis River near Dover-Foxcroft, Maine",7.25255704169945,1.27904687474352,0.450235950413386,1.37329168013829,0.559122720432494,35.2690304364436,50.8412317295135,12.6541253158485,0.674593581167949,0.0,0.0,45.17501,-69.3147,247.8,29.56035,769.05,766.53,0.9548,4.90325937325786,3.99084340642749,0.870668492047483,0.398619402379116,0.999999999999894,    Mixed Forests,0.249999999999973,2.39999999999975,1.1490893933382698,Ep100 benchmark metrics merged with Ep60 auxiliary parameter diagnostics
Model6Closed_Snow_aSrz_SIMHYD_Simple,1047000,44.8692,-69.9551,0.8157384097576141,0.8573085390206043,0.8175418546115664,-88.732081165373,-30.11475630168165,-2.507252216339112,0.6936255395412445,0.3737321461043791,0.1351162776280769,0.6202099279231621,0.2995865087368369,0.0113916529809186,0.3092317452182969,0.313805385305252,0.0,0.0001569641317473,4.5494712356244754e-05,7.222815474960953e-05,7.752708916086704e-05,53.75513458251953,88.59410858154297,0.3191772997379303,85.95014190673828,75.39547729492188,50.56785583496094,0.6289293169975281,0.40115255,0.45199606,0.99999994,0.4882391,0.44914266,0.54576963,0.32483277,167.75304,26.40417,114.57156,79.93124,0.05644232,0.062219933,0.9679118,1.3321209,0.7183651,77.14637,0.40115255,0.08473952,0.27420658,0.12848122,0.51257265,3.32314579055441,2.09002387405886,0.147775613761867,0.280118126940736,0.628929335570973,20.1,1.16521739130435,son,235.9,3.69170579029734,djf,Metamorphics,0.308488043880523,Acid plutonic rocks,0.288612546329161,0.0,0.0522,-14.4819,2.18286957464999,0.65686843497944,1.41593871068099,0.473464930849723,1.51023754926017,0.196458051727051,8.09514821362971,14.95,2.57758620689655,71.55,12.7767857142857,0.0,184.8,1,"Carrabassett River near North Anson, Maine",5.35965494359655,1.39277854918445,0.422748958879878,2.61515428326266,0.561180826371744,55.1631334746983,34.1854433554704,10.3036221035119,0.0,0.0,0.147867187526153,44.8692,-69.9551,310.38,49.92122,909.1,904.94,0.9906,5.08681076518099,4.30097838703039,0.891382765097595,0.445473208395092,0.850449984250475,    Mixed Forests,0.241026999055001,2.3401799936999,1.1701392522382144,Ep100 benchmark metrics merged with Ep60 auxiliary parameter diagnostics
Model6Closed_Snow_aSrz_SIMHYD_Simple,1052500,44.87739,-71.05749,0.8293523192405701,0.8094946682609347,0.8365619844532343,26.64303708782964,-24.18686116508724,-7.223767280578613,0.7468358278274536,0.3439196888349106,0.1445828763050521,0.6505674566201765,0.2885601704990428,0.0087500879610549,0.3532571819582767,0.357912625367775,0.0,0.0001493917079642,3.950466178549435e-05,7.252248178701848e-05,7.742232992313802e-05,59.76597213745117,103.21558380126952,0.261766642332077,85.76934814453125,78.97784423828125,56.57439041137695,0.5619144439697266,0.3863491,0.44168037,1.0,0.47656238,0.43703884,0.5350208,0.31809953,115.66254,24.238346,86.4188,91.67346,0.04929263,0.055689692,0.97713196,1.2444326,0.70002687,73.27475,0.3863491,0.047996987,0.2800927,0.12598951,0.5459208,3.73085831622177,2.09642323066393,0.152096802769543,0.352698254049326,0.561914458543945,13.5,1.12970711297071,jja,193.5,2.89670658682635,mam,Siliciclastic sedimentary rocks,0.497458334479149,Metamorphics,0.374061696779951,0.0,0.0711,-15.1658,2.40510460354471,0.644651819954492,1.30106242481155,0.459699942400979,1.02555547613101,0.30596536445819,8.66901865964871,14.1,2.51785714285714,58.9,7.3167701863354,0.0,197.2,1,"Diamond River near Wentworth Location, NH",1.30134932533733,1.49480743438006,0.452325651168738,1.26299537359136,0.615537987322707,30.5576662241128,52.614646019841,11.1433260057998,0.0,0.0,5.67552673533962,44.87739,-71.05749,615.7,60.05183,383.82,396.1,1.0,4.80082996154371,4.12431270006247,0.880034058274384,0.477327929873011,0.593588369118227,    Mixed Forests,0.225615302147085,2.2374353476472,1.0936342401486467,Ep100 benchmark metrics merged with Ep60 auxiliary parameter diagnostics
Model6Closed_Snow_aSrz_SIMHYD_Simple,1054200,44.39044,-70.97964,0.686493307352066,0.8058213906535614,0.6920259335061918,-8.099433333919642,-30.348157691800647,-9.274927139282228,0.5748095214366913,0.3019949496806489,0.1158713029282426,0.6925695392440131,0.3749975766221924,0.0213872962607781,0.2961846298014635,0.3011910985489148,0.0,0.0001527286221971,3.580262025557987e-05,7.222327258205041e-05,7.735150575172156e-05,40.47725296020508,120.47914123535156,0.2659157812595367,64.095703125,59.72688293457031,42.30541610717773,0.523306131362915,0.3896045,0.44699472,1.0,0.4795985,0.43775186,0.5513859,0.31924266,99.794,15.902849,116.9368,64.89292,0.07265565,0.06349455,0.9780508,1.2931138,0.677865,60.285988,0.3896045,0.051628716,0.26902476,0.13009621,0.5492503,4.06713210130048,2.12835505817933,0.104959634640742,0.299641539662879,0.523306104932953,17.5,1.19453924914676,son,220.3,3.2637037037037,mam,Metamorphics,0.87144277772791,Siliciclastic sedimentary rocks,0.104295202824522,0.0,0.0288,-14.2147,2.73174157104064,0.671662858004331,1.31964515365059,0.437049817537408,1.3578082898931,0.256851228674037,10.0956051354616,16.05,1.88823529411765,82.2,9.96363636363636,0.0,183.45,1,"Wild River at Gilead, Maine",0.914754098360656,1.47744219768239,0.418460872964329,2.91914248331471,0.594525957550057,58.3761691803075,31.8364719985859,9.8512616206335,0.0,0.0,0.0,44.39044,-70.97964,472.31,90.13951,180.98,181.33,1.0,5.01982728305181,4.28355132001824,0.886711470649713,0.455084304988135,0.580953863518831,    Mixed Forests,0.224857231811114,2.23238154540737,1.100667502390149,Ep100 benchmark metrics merged with Ep60 auxiliary parameter diagnostics
Model6Closed_Snow_aSrz_SIMHYD_Simple,1055000,44.64275,-70.58878,0.714326947927475,0.8393517344561992,0.7234134796545559,21.47668753670189,-42.50961561565723,-4.146936416625977,0.5764323770999908,0.3446904091421794,0.1265632570795955,0.649068769332755,0.3832160332686307,0.0106361669394163,0.2552165583576271,0.2603981206263502,0.0,0.0001535629708087,4.240701293688753e-05,7.25486024748534e-05,7.745514449197799e-05,47.1041374206543,106.09522247314452,0.2937861382961273,67.52516174316406,65.95314025878906,45.76082611083984,0.5990628004074097,0.3936598,0.44705904,1.0,0.47780013,0.4435221,0.54953456,0.3173793,97.62787,19.279663,76.2862,79.04763,0.05662982,0.05473838,0.9786263,1.3122962,0.6760222,66.5807,0.3936598,0.06036446,0.21961385,0.16753477,0.55248696,3.49418343600274,2.09323529089665,0.167229040772146,0.306048851694867,0.599062793707035,19.15,1.16768292682927,son,224.85,3.3786626596544,mam,Siliciclastic sedimentary rocks,0.680843374255509,Metamorphics,0.168363152735523,0.0,0.1455,-14.3578,2.27989748102746,0.652483626799972,1.34931183391448,0.43813165837399,1.366587125286,0.185464951186671,8.44158367295963,16.25,2.05696202531646,83.6,8.94117647058824,0.0,186.05,1,"Swift River near Roxbury, Maine",2.12705882352941,1.36965658300731,0.424025868403635,2.55000125852732,0.547020626891466,53.8620110912704,34.7344920848497,10.34632346892,0.0,0.0,0.778016176846145,44.64275,-70.58878,423.12,72.81304,250.64,251.16,0.9916,5.03003298656618,4.31922587040795,0.886163454154676,0.471431451538885,0.524248820763417,    Mixed Forests,0.221454929245781,2.20969952830511,1.1294899088724166,Ep100 benchmark metrics merged with Ep60 auxiliary parameter diagnostics
Model6Closed_Snow_aSrz_SIMHYD_Simple,1057000,44.30399,-70.53968,0.7321349382400513,0.7090876141514855,0.8237824338298436,6.532470647718963,17.695660367045466,-6.41211462020874,0.5844634473323822,0.3615918757239519,0.1234617105489911,0.6320437698738108,0.2872047771592262,0.0213436460014975,0.3234953848034835,0.3281801988445272,0.0,0.0001584653218742,4.16799928421406e-05,7.221775013022125e-05,7.750589429633692e-05,63.49681091308594,101.38784790039062,0.3086538910865783,121.06522369384766,101.47067260742188,68.15388488769531,0.5973235964775085,0.37116206,0.4292835,1.0,0.4629927,0.4181379,0.52136,0.31464335,220.61592,24.036415,119.96384,102.93883,0.06479575,0.06327225,0.98134124,1.2194612,0.698599,89.800896,0.37116206,0.04999818,0.26382872,0.10544232,0.58073074,3.57049965776865,2.13274377823409,0.07913684920672,0.251157672769098,0.597323619284961,20.35,1.16954022988506,son,239.3,3.74784651527016,djf,Metamorphics,0.451110620382826,Acid plutonic rocks,0.409240381612252,0.0774334159306445,0.0251,-13.9903,1.82355060658392,0.510727007805829,1.53323223410569,0.474677470804456,1.28068087951381,0.0781694470346097,6.86609667559735,13.85,2.42982456140351,82.95,13.825,0.0,178.05,1,"Little Androscoggin River near South Paris, Maine",3.75914634146341,1.50000001490116,0.404117932867977,4.0303923324274,0.61710021345834,69.0067380924153,22.9432923791566,7.81756497511796,0.0,0.0,0.0,44.30399,-70.53968,215.59,32.68445,190.92,197.7,0.9415,5.36294869870711,4.58707712668376,0.905510480513665,0.458742009036353,0.532780644071474,    Deciduous Broadleaf Forest,0.209186201297552,2.07314111305228,1.054133655806306,Ep100 benchmark metrics merged with Ep60 auxiliary parameter diagnostics
Model6Closed_Snow_aSrz_SIMHYD_Simple,1073000,43.1487,-70.96506,0.8673093318939209,0.7817809678362494,0.8816606274107717,62.15984170054168,-14.678270349017776,-16.850187301635742,0.8429642021656036,0.395974789092326,0.1077524975436935,0.6012049408215419,0.2943449729985585,0.0124544373086053,0.2944055977490432,0.2971659363487931,0.0,0.0001672204525675,4.485608541327505e-05,7.220018596854061e-05,7.752328383503482e-05,50.77247619628906,60.570091247558594,0.3583082854747772,169.7081298828125,141.0890655517578,84.30635070800781,0.63020259141922,0.37243035,0.4271784,1.0,0.46325383,0.42200145,0.50327945,0.32017887,341.58295,52.913086,165.6978,230.04076,0.060894974,0.063492596,0.976697,1.2577441,0.7209796,187.57245,0.37243035,0.03618443,0.21197622,0.13921544,0.61262393,3.50302532511978,2.20761571526352,0.0303700126107958,0.17503243505174,0.63020261356176,20.85,1.22647058823529,son,249.0,4.01612903225806,jja,Metamorphics,0.943375194531556,Acid plutonic rocks,0.0566248054684436,0.0,0.01,-14.1,1.70319404184962,0.486206602514752,1.78010735061656,0.501891678728164,2.27878874265298,0.0658152271358498,5.78423611407704,7.85,2.2112676056338,96.0,12.4675324675325,0.0,168.75,1,"OYSTER RIVER NEAR DURHAM, NH",19.9090909090909,1.30561961742887,0.416396539872731,2.94867050569366,0.510061723029111,56.5709613142528,29.1550562566009,9.96726611619389,0.0,0.0,4.24420883872995,43.1487,-70.96506,37.67,4.75043,31.3,32.11,0.9008,4.94394974332569,4.03508797625448,0.841420652113803,0.37914418264828,0.592432262113697,    Mixed Forests,0.221470258347946,2.03318903590222,1.023619230144318,Ep100 benchmark metrics merged with Ep60 auxiliary parameter diagnostics
