gage_id,gage_name,lat,lon,NSE,KGE,logNSE,lowflow_NSE,highflow_NSE,fdc_error,ET_ratio,runoff_ratio,BFI,BFI_obs,BFI_error,groundwater_loss_fraction,water_balance_closure,sum_surface_runoff,sum_interflow,sum_recharge_to_groundwater,sum_baseflow,sum_groundwater_loss,sum_actual_ET,sum_total_discharge,mean_groundwater_storage,mean_soil_moisture,mean_snowpack,COEF_t_mean,SQ_t_mean,ETGAM_t_mean,SUB_t_mean,CRAK_t_mean,K_t_mean,LG_t_mean,SG_CRIT_mean,CFMAX_t_mean,INSC_wavg,COEF_wavg,SQ_wavg,SMSC_wavg,SUB_wavg,CRAK_wavg,K_wavg,LG_wavg,TT_wavg,CFMAX_wavg,CFR_wavg,CWH_wavg,SG_CRIT_wavg,route_a_static,route_b_static,weight_c1,weight_c2,weight_c3,weight_c4
12451000,"                    STEHEKIN RIVER AT STEHEKIN, WA",48.32958,-120.69177,0.8316928446292877,0.8457874127533196,0.6594054400920868,-7.211287498474121,0.6299660503864288,0.23562426314708967,0.13354708,0.81712824,0.24896716,0.60064673,0.35167956,0.90670574,-47839.535,14855.809,379.8244,5249.1904,5049.588,49075.82,3314.8057,20282.145,84.87723,44.520027,376.9911,257.3342,4.039604,2.0297804,0.42033535,0.51454604,0.10007082,0.059314158,94.17757,2.3521152,0.011535597,0.5923833,0.6175204,0.069311716,0.5454988,0.49375594,0.32683778,0.3678387,0.6088494,0.22059831,0.52938473,0.098966494,0.31392527,0.27654004,0.45605102,0.4211914,0.12510146,0.28736782,0.1663394
12488500,"                      AMERICAN RIVER NEAR NILE, WA",46.97762,-121.1687,0.7203481793403625,0.6847833973457198,0.5678778290748596,-26.925235748291016,0.5253962278366089,0.7896863546014955,0.17043483,0.7017195,0.5183905,0.586609,0.06821853,0.7851761,-32034.232,7744.716,1271.5635,11850.62,9698.547,35447.938,4544.0645,18708.96,285.89023,83.4641,262.9169,325.83527,2.2494855,1.821856,0.21557482,0.7222914,0.07625515,0.042683475,75.58772,2.266402,0.0279853,0.78810066,0.31675297,0.19555187,0.3427534,0.6906488,0.24665035,0.28808585,0.47216725,0.23602974,0.5239547,0.054170106,0.25195906,0.55317646,0.41717955,0.5525727,0.11723208,0.17003708,0.16015816
13011500,                         PACIFIC CREEK AT MORAN WY,43.85028,-110.51778,0.7542072981595993,0.5542071503269941,0.8093871921300888,-23.012849807739258,0.613276332616806,0.49361536355176133,0.3110697,0.5809567,0.45311514,0.48201776,0.02890262,0.9276855,-44390.863,3935.3232,385.94778,4140.302,3578.758,45910.04,4229.0,7898.1206,82.92124,52.08927,160.5092,297.68552,2.7885838,1.7352864,0.24507332,0.6980322,0.09518109,0.054503035,87.13633,2.1065369,0.02992417,0.70767283,0.4362555,0.21162152,0.41354716,0.664953,0.310374,0.35532266,0.5205101,0.21641612,0.56215286,0.091285594,0.29045445,0.3968794,0.5122725,0.4661153,0.11478472,0.2542465,0.16485347
13011900,            BUFFALO FORK AB LAVA CREEK NR MORAN WY,43.83806,-110.44111,0.8752108514308929,0.9339521361744805,0.8982926905155182,-3.4454851150512695,0.7725063413381577,0.1345507754516921,0.2759969,0.6421935,0.40628508,0.57787853,0.17159346,0.926405,-42254.15,4728.8486,311.9525,3722.2993,3448.1519,43404.926,3647.4873,8487.025,68.19996,40.302917,176.60857,277.55475,3.1677847,1.8172262,0.31234646,0.62132055,0.09908085,0.053317055,85.17113,1.9693278,0.016356649,0.65015656,0.50021076,0.13147971,0.45956936,0.5813684,0.32350454,0.35610655,0.5822293,0.19232935,0.55078626,0.103550375,0.28390372,0.40437266,0.44272092,0.46729308,0.09017132,0.26460096,0.17793457
13018300,"                      CACHE CREEK NEAR JACKSON, WY",43.45215,-110.70409,0.8560352027416229,0.879750453181785,0.8158193975687027,-10.050802230834961,0.7848080098628998,0.11160665512777541,0.36589843,0.48194402,0.51002735,0.67357415,0.1635468,0.9460972,-51959.098,2515.8457,437.48013,4171.7256,3072.4993,53928.25,4573.643,6024.1855,107.57577,64.2708,155.0158,301.7294,2.2860804,1.714478,0.21470259,0.73967767,0.100384966,0.06474033,88.01783,1.7497865,0.017231332,0.7192268,0.3503235,0.30763766,0.38593417,0.7497494,0.32789552,0.39639565,0.5609185,0.17472252,0.59935117,0.09746513,0.29339278,0.26048562,0.7519485,0.44143558,0.089284904,0.34583583,0.12344374
13023000,             GREYS RIVER AB RESERVOIR NR ALPINE WY,43.14278,-110.97667,0.8313812762498856,0.7219301682944619,0.8282889872789383,-3.6203994750976562,0.617404967546463,0.20549647504403554,0.32162398,0.56434107,0.43889534,0.67793405,0.2390387,0.9330946,-44164.67,3748.1685,442.63303,3902.397,3276.5103,45695.742,4254.586,7465.3564,74.58272,50.63804,149.99632,282.73483,2.651195,1.6843053,0.25131288,0.6849252,0.10468132,0.056416426,89.32929,1.8609995,0.022697177,0.6649567,0.41482112,0.209,0.43022025,0.6346519,0.34236136,0.38014227,0.58938223,0.1872948,0.5632144,0.1219482,0.29776433,0.39653382,0.507895,0.43536317,0.090560086,0.32245988,0.15161687
13083000,                        TRAPPER CREEK NR OAKLEY ID,42.16583,-113.98361,-3.6747331619262695,-0.7123678329671863,-1.0262386798858643,-66.02689361572266,-6.812290668487549,0.7266496857451202,0.50601244,0.28827235,0.65114707,0.7902441,0.13909703,0.9582704,-35760.285,708.64514,168.80234,2466.539,1636.765,37586.32,4412.3037,2513.664,60.263767,73.72409,40.815243,321.46896,1.7429016,1.2373246,0.08266145,0.8900616,0.08514684,0.04537789,72.97252,1.8802152,0.06715682,0.77562565,0.27171898,0.50416607,0.20883077,0.8425242,0.27658868,0.2976975,0.4353352,0.21278772,0.5509539,0.09050539,0.24324173,0.3794225,0.35717538,0.5474009,0.078670636,0.2345007,0.1394278
13161500,                       BRUNEAU RIVER AT ROWLAND NV,41.93324,-115.67453,0.31111615896224976,-0.04917347365658831,-0.3948051929473877,-457.8067932128906,0.1218252182006836,4.304087264348468,0.49443102,0.351477,0.66069174,0.56581366,0.09487808,0.9492332,-32563.32,813.9032,114.31787,2149.688,1806.2136,33772.336,3845.7322,2733.822,48.333103,60.269096,25.657644,324.41037,2.3938427,1.2125077,0.109237716,0.86269397,0.07087546,0.03893517,64.62072,2.3449306,0.04431509,0.78402966,0.38143012,0.36777598,0.24088702,0.81345665,0.22853689,0.23635083,0.40767008,0.28029925,0.57831264,0.076677516,0.2154024,0.31832528,0.48595113,0.6269952,0.07500465,0.16559297,0.1324072
13235000,                     SF PAYETTE RIVER AT LOWMAN ID,44.08528,-115.62222,0.7449423968791962,0.7579307095185035,0.2526576519012451,-18.975631713867188,0.5106353461742401,0.3898338332519299,0.31268725,0.52425164,0.41036803,0.6586718,0.24830377,0.9419396,-47894.668,3901.3086,551.4829,4515.3237,3098.3396,50265.723,4503.248,7550.1484,55.180313,71.78143,152.44556,297.9045,2.3894775,1.6335622,0.18845731,0.7525103,0.10229793,0.06055658,96.769966,2.3505955,0.04093451,0.7082986,0.36950135,0.3238567,0.3701365,0.7035589,0.33433652,0.39966875,0.54779315,0.2511856,0.57817304,0.09715815,0.32256663,0.28383118,0.5994162,0.39862645,0.15639278,0.267589,0.17739181
13240000,  LAKE FORK PAYETTE RIVER AB JUMBO CR NR MCCALL ID,44.91361,-115.99722,0.8187643140554428,0.6447455668758328,0.7105610072612762,-7.017860412597656,0.6713767349720001,0.28380547899816033,0.25542045,0.63247585,0.34010056,0.45513666,0.1150361,0.9223224,-43619.188,6750.328,712.93604,4892.1055,3846.1287,45667.855,4566.9707,11308.799,41.267822,85.99194,217.34247,302.62503,2.7451766,1.8081114,0.20038277,0.72880954,0.097063065,0.056079946,92.58007,2.8256042,0.06608441,0.72178596,0.42150044,0.3512966,0.36794305,0.66977227,0.31671065,0.35687146,0.5582262,0.29618442,0.5481754,0.10307056,0.3086002,0.3240623,0.5335452,0.458892,0.14553362,0.18159707,0.21397734
13310700,      SF SALMON RIVER NR KRASSEL RANGER STATION ID,44.98694,-115.725,0.8884414434432983,0.8757283893782593,0.8375284820795059,-8.213655471801758,0.8039064407348633,0.200339692742213,0.2992416,0.49673206,0.444641,0.57983756,0.13519657,0.933712,-49005.117,3831.363,825.02844,6112.2485,3727.1335,52499.22,5049.6963,8382.344,64.22506,92.56689,179.22879,310.63452,1.9624561,1.7052995,0.16681321,0.7701845,0.10121741,0.061939344,99.53089,2.3369257,0.05581233,0.7446699,0.29662657,0.38988912,0.32291403,0.71388113,0.33069837,0.4031948,0.5377348,0.24620292,0.5691672,0.09970598,0.33176956,0.35959077,0.52823764,0.39894056,0.16628164,0.25119567,0.18358208
13313000,                   JOHNSON CREEK AT YELLOW PINE ID,44.96167,-115.5,0.8695817142724991,0.7517074436878572,0.6778878271579742,-66.23202514648438,0.827383816242218,0.6330991254231814,0.2609128,0.50680476,0.39129338,0.54361993,0.15232655,0.9357766,-53065.55,5145.421,1031.72,7628.8115,3969.8577,57843.367,5223.086,10145.477,79.348785,98.43411,278.80536,303.4004,1.975906,1.899558,0.17299072,0.76420105,0.11255861,0.06972127,105.53002,2.3436966,0.049445666,0.7240012,0.29353765,0.38486174,0.3451298,0.7279534,0.3688842,0.44475955,0.5512565,0.23353304,0.5861062,0.11475491,0.35176674,0.28358826,0.6429156,0.337557,0.18588895,0.30706102,0.16949303
13331500,"                        MINAM RIVER NEAR MINAM, OR",45.61987,-117.72659,0.8609633147716522,0.7720347181048296,0.854328915476799,-7.510983467102051,0.6766903698444366,0.2152860425432619,0.2922096,0.59660196,0.47820953,0.56480706,0.08659753,0.9034607,-39567.047,4445.217,369.27014,5015.5205,4410.9434,41279.727,4517.759,9223.872,70.98603,75.50304,102.729836,291.10107,2.872429,1.5641198,0.23788752,0.7108103,0.09232314,0.049819436,84.98256,2.0863066,0.04191451,0.68886006,0.4428818,0.2620243,0.40401912,0.68597436,0.30075133,0.32685205,0.50953424,0.22724256,0.5554784,0.10970679,0.28327522,0.42446953,0.3644808,0.4792386,0.10891013,0.2554078,0.15644348
