gage_id,gage_name,lat,lon,NSE,KGE,logNSE,lowflow_NSE,highflow_NSE,fdc_error,ET_ratio,runoff_ratio,BFI,BFI_obs,BFI_error,groundwater_loss_fraction,water_balance_closure,sum_surface_runoff,sum_interflow,sum_recharge_to_groundwater,sum_baseflow,sum_groundwater_loss,sum_actual_ET,sum_total_discharge,mean_groundwater_storage,mean_soil_moisture,mean_snowpack,channel_loss_mean,zero_flow_probability_mean,COEF_t_mean,SQ_t_mean,ETGAM_t_mean,SUB_t_mean,CRAK_t_mean,K_t_mean,LG_t_mean,SG_CRIT_mean,CFMAX_t_mean,INSC_wavg,COEF_wavg,SQ_wavg,SMSC_wavg,SUB_wavg,CRAK_wavg,K_wavg,LG_wavg,TT_wavg,CFMAX_wavg,CFR_wavg,CWH_wavg,SG_CRIT_wavg,route_a_static,route_b_static,weight_c1,weight_c2,weight_c3,weight_c4
1485500,"               NASSAWANGO CREEK NEAR SNOW HILL, MD",38.22892,-75.47144,0.7930240780115128,0.7217973891116496,0.7080624103546143,-15.60600471496582,0.7189109623432159,0.9135313315478916,0.4294803,0.32559845,0.4148766,0.36340332,0.05147329,0.9695524,-74482.96,3836.0437,208.95563,4778.21,2479.319,78949.5,7882.689,5976.0396,21.718702,144.27344,0.8176537,0.08861233,0.96506256,300.6227,1.8201956,1.5447214,0.2070024,0.7824957,0.0860415,0.07538489,135.51529,2.7244947,1.1527009,300.6227,2.1083121,282.37186,0.5198698,0.48110464,0.086041495,0.08132881,-0.2764749,2.724495,0.052582905,0.023442546,135.51529,2.3044386,1.5347152,0.198706,0.28988737,0.18791147,0.32349515
1486000,"             MANOKIN BRANCH NEAR PRINCESS ANNE, MD",38.21389,-75.67139,0.6835699081420898,0.618498290494693,0.7710516005754471,-39.40211486816406,0.593973845243454,0.33121319147755784,0.41542283,0.3639329,0.37711734,0.4269471,0.04982975,0.9660508,-68487.19,4635.3213,130.83522,4201.339,2549.3801,72544.44,7716.62,6760.1772,27.503336,126.62321,0.6684945,0.08887197,0.96982086,293.90536,2.2429094,1.5424345,0.287633,0.70436454,0.07979638,0.07004041,133.04318,2.8440392,1.5613563,293.9054,2.7075408,247.87039,0.58774835,0.4490777,0.079796396,0.082344525,-0.45349985,2.844039,0.04935853,0.014719575,133.04315,1.7845619,1.6043556,0.15267982,0.2453868,0.26199532,0.339938
1487000,"              NANTICOKE RIVER NEAR BRIDGEVILLE, DE",38.72833,-75.56186,0.6176257729530334,0.7459612499472645,0.2179245948791504,-2.06597638130188,0.3294200301170349,0.36492563672028594,0.39906597,0.35786253,0.4363296,0.6809926,0.244663,0.95773005,-62642.07,4514.514,121.04176,4924.361,2968.0771,67249.125,7585.583,6802.374,34.76093,126.643814,0.8654316,0.13725981,0.9693636,307.63644,2.5319219,1.614229,0.22757997,0.7653878,0.08746343,0.07154439,127.76537,3.8679874,1.370481,307.63644,2.9422157,245.65854,0.5540793,0.56549543,0.087463416,0.08152835,-0.6280092,3.8679876,0.051693268,0.018295284,127.76538,2.1362615,1.661372,0.16422842,0.19846691,0.2552136,0.38209102
1491000,"                CHOPTANK RIVER NEAR GREENSBORO, MD",38.99719,-75.78581,0.6555100977420807,0.6395963572346051,0.8205495476722717,-2.449352502822876,0.5175296366214752,0.13655885761455025,0.40249714,0.37023956,0.41329974,0.46011096,0.046811223,0.9593562,-63714.0,4736.757,146.36847,4537.757,2879.538,67968.62,7574.216,6967.1904,38.676212,125.36864,1.0878968,0.13560973,0.9697766,307.1289,2.2472882,1.6424245,0.25849232,0.73307776,0.09062756,0.06949635,129.47511,2.6025786,1.300235,307.1289,2.6058064,239.6532,0.5751781,0.5074325,0.09062756,0.079656176,-0.6070788,3.6561995,0.049386956,0.022929648,129.47513,2.2034879,1.877596,0.15676375,0.1987136,0.27458757,0.3699351
1510000,                   OTSELIC RIVER AT CINCINNATUS NY,42.54118,-75.89964,0.7702070027589798,0.7614614019153145,0.8104826211929321,-3.414813995361328,0.6432064473628998,0.11859548562487532,0.27027193,0.5134954,0.34920228,0.40875533,0.059553057,0.9451936,-54492.34,6345.597,106.691505,4714.143,3395.9834,58567.312,5118.62,9724.975,21.6716,85.457985,16.054983,0.009656424,0.9760418,261.66522,3.3899548,2.3137908,0.34276012,0.6468155,0.09872311,0.065082304,113.45616,2.7927861,2.1359851,261.6652,4.4799023,139.49483,0.7408941,0.45528543,0.0987231,0.07640751,-0.9821919,3.9324062,0.044308454,0.020833146,113.45617,1.5347948,1.3703176,0.15347737,0.09380934,0.3218941,0.43081915
1516500,"                   Corey Creek near Mainesburg, PA",41.79091,-77.01469,0.3877190351486206,0.3815722465368242,0.47717881202697754,-47.357215881347656,0.2882951498031616,2.281021035048219,0.3084034,0.47198617,0.34241104,0.32389998,0.018511057,0.95010996,-51085.633,5609.237,102.6351,4313.1533,2888.679,55012.152,5512.408,8436.29,23.1292,83.74733,7.876212,0.023265569,0.980105,263.06024,3.3807142,2.1946213,0.3039109,0.68626475,0.10159287,0.06377292,119.08178,3.5749238,2.2296352,263.06018,4.5301204,143.1117,0.6970829,0.45170626,0.10159286,0.08381461,-1.0546614,5.0429864,0.041471586,0.013585413,119.08176,0.7853855,1.4687294,0.076737896,0.08598772,0.42496067,0.4123138
1518862,"                 Cowanesque River at Westfield, PA",41.92313,-77.53193,0.6788733303546906,0.7454476332226881,0.7083525955677032,-23.546411514282227,0.571412593126297,0.9069935705658438,0.32698473,0.4325385,0.3149561,0.333257,0.01830089,0.9651389,-59107.52,4987.71,97.6945,3829.0215,2280.1953,63127.953,5472.991,7239.7246,20.416382,72.1978,9.298519,0.015741194,0.97757936,251.86745,3.38386,2.2032905,0.32222936,0.6676683,0.104547106,0.071915045,124.53356,3.3996592,2.02666,251.86748,4.748227,124.80021,0.74930894,0.40698776,0.104547106,0.089737065,-0.93291444,4.804493,0.04123333,0.01847069,124.53356,1.076132,1.5829787,0.097670905,0.108478606,0.42578593,0.36806452
1532000,"                  Towanda Creek near Monroeton, PA",41.70702,-76.48467,0.5976930260658264,0.6810024654283446,0.8004598170518875,-7.300434112548828,0.5052942633628845,0.2587491442075997,0.31937483,0.47662735,0.2206457,0.3437698,0.12312409,0.9736724,-65061.97,6608.322,103.327385,3318.9668,1856.3164,68652.234,5637.3926,8413.109,13.844335,80.028496,7.5833616,0.019702112,0.97771746,222.06949,3.639664,2.1413236,0.38407835,0.6044347,0.11856318,0.07396793,135.65147,3.6208174,1.5655565,222.0695,5.0361476,140.77768,0.7909136,0.35037836,0.118563175,0.0948996,-0.5151219,5.1019125,0.042058676,0.020918103,135.65146,0.9828192,1.7953815,0.084883705,0.08883943,0.53417057,0.29210624
1539000,"                 Fishing Creek near Bloomsburg, PA",41.07814,-76.43106,0.8100281655788422,0.8023176921832028,0.8405750393867493,-0.28692853450775146,0.7473131120204926,0.10363647743551968,0.31314415,0.484545,0.30600256,0.42828757,0.12228501,0.9580688,-60306.113,6426.118,121.94438,4134.171,2804.9443,64088.984,5923.923,9166.408,18.934536,104.59862,6.638553,0.02339625,0.97819656,259.20044,3.4725754,2.0915756,0.33848274,0.6507358,0.10444951,0.06910911,121.8324,3.0609596,1.9114096,259.20044,4.44496,181.02786,0.7009039,0.4268776,0.10444954,0.08352025,-0.6709584,4.29858,0.043056596,0.024240648,121.832405,1.2907013,1.7640167,0.10258215,0.09703256,0.41754127,0.38284403
1542810,"                       Waldy Run near Emporium, PA",41.57895,-78.29251,0.7138956785202026,0.7185065765214425,0.6833718717098236,-26.995084762573242,0.624580591917038,0.7462396212460183,0.29719174,0.5027415,0.27266964,0.28071138,0.008041739,0.9643225,-65328.43,6885.159,75.01029,3740.6208,2554.1606,69036.44,5537.368,9367.235,15.2704315,73.81996,9.557516,0.013264021,0.9709963,233.3767,3.4983883,2.200897,0.41003308,0.58115655,0.11947293,0.07031201,130.40352,3.1594875,2.0266137,233.37668,4.9270515,128.81136,0.8370299,0.41231215,0.119472936,0.09068133,-1.1504875,4.4550357,0.04131321,0.011754459,130.4035,1.1992407,1.2560253,0.18839957,0.04092608,0.4128859,0.3577884
