median_NSE,median_KGE,median_logNSE,median_lowflow_NSE,median_highflow_NSE,median_fdc_error,median_BFI_error,median_ET_ratio,median_runoff_ratio,median_water_balance_closure
0.709443598985672,0.7325738627529492,0.6290873885154724,-10.657869815826416,0.6148510277271271,0.40852966983164923,0.09885668754577637,0.394868403673172,0.36425718665122986,-63156.3515625
