epoch,model,number_of_basins,median_NSE,mean_NSE,median_KGE,median_R2,median_FLV,median_FHV,median_low_flow_NSE,median_high_flow_NSE,median_ET_over_P,median_Q_over_P,median_alpha_mean,median_aSrz_capacity_mm,median_mean_aSrz_mm,median_weighted_process_closure_residual_mm_day,mean_weighted_process_closure_residual_mm_day,median_weighted_cumulative_relative_wb_error,mean_weighted_cumulative_relative_wb_error,basins_gt_1pct_wb_error,total_external_losses_frac_of_p,test_nse_gt_0_count,test_nse_gt_0p5_count,test_nse_gt_0p7_count,test_nse_lt_0_count
1,Model6Closed_Snow_aSrz_SIMHYD_Simple_LAIEco_full671,671,0.6913885772228241,0.43750624448038783,0.6584972999366892,0.7309911185485979,10.232303218005239,-35.13894578048175,-33.48791313171387,0.6081240177154541,0.5842745321090979,0.4106890971593565,0.5630927681922913,171.4255828857422,73.16185760498047,0.0001823231141315773,0.0001786998639880137,5.6189278634569654e-05,6.79520971944872e-05,0,0.0,630,515,314,41
