median_nse_model_five,median_nse_hbv,mean_nse_model_five,mean_nse_hbv,median_kge_model_five,median_lognse_model_five,median_lowflow_nse_model_five,median_highflow_nse_model_five,median_fdc_error_model_five,median_bfi_error_model_five,median_runoff_ratio_model_five,median_et_ratio_model_five,median_water_balance_closure_model_five,model_five_nse_wins,hbv_nse_wins
0.6906115240854529,0.6278148701696469,0.4618237939289961,0.3387203266692386,0.7240071648521417,0.541273295879364,-15.070523262023926,0.5936062633991241,0.4602620630753373,0.118278146,0.36622024,0.46235532,-42539.977,497,174
