median_NSE,median_KGE,median_logNSE,median_lowflow_NSE,median_highflow_NSE,median_fdc_error,median_BFI_error,median_ET_ratio,median_runoff_ratio,median_water_balance_closure
0.6906115412712097,0.7240071648521417,0.541273295879364,-15.070523262023926,0.5936062633991241,0.4602620630753373,0.1182781457901001,0.4623553156852722,0.36622023582458496,-42539.9765625
